0.00.213.552 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.213.781 W srv  llama_server: -----------------
0.00.213.783 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.213.783 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.213.783 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.213.783 W srv  llama_server: -----------------
0.00.214.997 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.434.727 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
0.12.068.746 I cmn          init: llama threadpool init, n_threads = 16
0.56.077.042 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.56.149.796 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.56.149.836 I srv  llama_server: model loaded
0.56.149.840 I srv  llama_server: listening on http://0.0.0.0:8080
0.56.149.840 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.56.149.841 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.49.885.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
21.18.991.504 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  71722, progress = 0.62, t = 1112.08 s / 64.49 tokens per second
21.49.095.631 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  73770, progress = 0.63, t = 1142.18 s / 64.59 tokens per second
22.20.017.066 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  75818, progress = 0.65, t = 1173.11 s / 64.63 tokens per second
22.49.645.549 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  77866, progress = 0.67, t = 1202.73 s / 64.74 tokens per second
23.19.661.056 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  79914, progress = 0.69, t = 1232.75 s / 64.83 tokens per second
23.49.283.735 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  81962, progress = 0.70, t = 1262.37 s / 64.93 tokens per second
24.17.389.081 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  84010, progress = 0.72, t = 1290.48 s / 65.10 tokens per second
24.42.242.259 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  86058, progress = 0.74, t = 1315.33 s / 65.43 tokens per second
25.07.518.211 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  88106, progress = 0.76, t = 1340.61 s / 65.72 tokens per second
25.32.720.966 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  90154, progress = 0.78, t = 1365.81 s / 66.01 tokens per second
25.57.505.285 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  92202, progress = 0.79, t = 1390.59 s / 66.30 tokens per second
26.23.490.034 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  94250, progress = 0.81, t = 1416.58 s / 66.53 tokens per second
26.49.104.927 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  96298, progress = 0.83, t = 1442.19 s / 66.77 tokens per second
27.14.269.655 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens =  98346, progress = 0.85, t = 1467.36 s / 67.02 tokens per second
27.39.369.685 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 100394, progress = 0.86, t = 1492.46 s / 67.27 tokens per second
28.04.889.458 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 102442, progress = 0.88, t = 1517.98 s / 67.49 tokens per second
28.30.505.085 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 104490, progress = 0.90, t = 1543.59 s / 67.69 tokens per second
28.56.356.081 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 106538, progress = 0.92, t = 1569.44 s / 67.88 tokens per second
29.22.420.644 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 108586, progress = 0.93, t = 1595.51 s / 68.06 tokens per second
29.48.671.090 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 110634, progress = 0.95, t = 1621.76 s / 68.22 tokens per second
30.15.399.721 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 112682, progress = 0.97, t = 1648.49 s / 68.35 tokens per second
30.42.167.928 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 114730, progress = 0.99, t = 1675.26 s / 68.49 tokens per second
30.56.184.174 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 115761, progress = 1.00, t = 1689.27 s / 68.53 tokens per second
31.11.252.921 I slot print_timing: id  0 | task 139 | prompt processing, n_tokens = 116273, progress = 1.00, t = 1704.34 s / 68.22 tokens per second
31.37.103.665 I slot print_timing: id  0 | task 139 | n_gen =    100, tg =   3.90 t/s, tg_3s =   3.94 t/s
31.40.263.342 I slot print_timing: id  0 | task 139 | n_gen =    115, tg =   3.99 t/s, tg_3s =   4.75 t/s
31.43.428.635 I slot print_timing: id  0 | task 139 | n_gen =    130, tg =   4.07 t/s, tg_3s =   4.74 t/s
31.46.505.989 I slot print_timing: id  0 | task 139 | n_gen =    143, tg =   4.08 t/s, tg_3s =   4.22 t/s
31.49.576.271 I slot print_timing: id  0 | task 139 | n_gen =    156, tg =   4.09 t/s, tg_3s =   4.23 t/s
31.52.724.601 I slot print_timing: id  0 | task 139 | n_gen =    166, tg =   4.02 t/s, tg_3s =   3.18 t/s
31.55.845.235 I slot print_timing: id  0 | task 139 | n_gen =    177, tg =   3.99 t/s, tg_3s =   3.52 t/s
31.59.086.404 I slot print_timing: id  0 | task 139 | n_gen =    187, tg =   3.93 t/s, tg_3s =   3.09 t/s
32.02.175.555 I slot print_timing: id  0 | task 139 | n_gen =    199, tg =   3.92 t/s, tg_3s =   3.88 t/s
32.05.278.531 I slot print_timing: id  0 | task 139 | n_gen =    210, tg =   3.90 t/s, tg_3s =   3.54 t/s
32.08.555.334 I slot print_timing: id  0 | task 139 | n_gen =    222, tg =   3.89 t/s, tg_3s =   3.66 t/s
32.11.573.077 I slot print_timing: id  0 | task 139 | n_gen =    233, tg =   3.87 t/s, tg_3s =   3.65 t/s
32.14.575.641 I slot print_timing: id  0 | task 139 | n_gen =    243, tg =   3.85 t/s, tg_3s =   3.33 t/s
32.17.742.236 I slot print_timing: id  0 | task 139 | n_gen =    253, tg =   3.82 t/s, tg_3s =   3.16 t/s
32.20.796.112 I slot print_timing: id  0 | task 139 | n_gen =    263, tg =   3.79 t/s, tg_3s =   3.27 t/s
32.24.084.723 I slot print_timing: id  0 | task 139 | n_gen =    277, tg =   3.81 t/s, tg_3s =   4.26 t/s
32.27.215.165 I slot print_timing: id  0 | task 139 | n_gen =    286, tg =   3.77 t/s, tg_3s =   2.87 t/s
32.30.563.628 I slot print_timing: id  0 | task 139 | n_gen =    298, tg =   3.77 t/s, tg_3s =   3.58 t/s
32.33.750.111 I slot print_timing: id  0 | task 139 | n_gen =    312, tg =   3.79 t/s, tg_3s =   4.39 t/s
32.36.812.530 I slot print_timing: id  0 | task 139 | n_gen =    325, tg =   3.81 t/s, tg_3s =   4.25 t/s
32.39.920.729 I slot print_timing: id  0 | task 139 | n_gen =    336, tg =   3.80 t/s, tg_3s =   3.54 t/s
32.43.294.963 I slot print_timing: id  0 | task 139 | n_gen =    350, tg =   3.81 t/s, tg_3s =   4.15 t/s
32.46.576.403 I slot print_timing: id  0 | task 139 | n_gen =    362, tg =   3.80 t/s, tg_3s =   3.66 t/s
32.49.912.891 I slot print_timing: id  0 | task 139 | n_gen =    374, tg =   3.80 t/s, tg_3s =   3.60 t/s
32.53.062.151 I slot print_timing: id  0 | task 139 | n_gen =    386, tg =   3.80 t/s, tg_3s =   3.81 t/s
32.56.231.628 I slot print_timing: id  0 | task 139 | n_gen =    396, tg =   3.78 t/s, tg_3s =   3.16 t/s
32.59.280.808 I slot print_timing: id  0 | task 139 | n_gen =    406, tg =   3.76 t/s, tg_3s =   3.28 t/s
33.02.585.835 I slot print_timing: id  0 | task 139 | n_gen =    416, tg =   3.74 t/s, tg_3s =   3.03 t/s
33.05.627.974 I slot print_timing: id  0 | task 139 | n_gen =    426, tg =   3.73 t/s, tg_3s =   3.29 t/s
33.08.916.286 I slot print_timing: id  0 | task 139 | n_gen =    439, tg =   3.74 t/s, tg_3s =   3.95 t/s
33.12.153.096 I slot print_timing: id  0 | task 139 | n_gen =    450, tg =   3.73 t/s, tg_3s =   3.40 t/s
33.15.373.109 I slot print_timing: id  0 | task 139 | n_gen =    460, tg =   3.71 t/s, tg_3s =   3.11 t/s
33.18.609.446 I slot print_timing: id  0 | task 139 | n_gen =    470, tg =   3.70 t/s, tg_3s =   3.09 t/s
33.21.611.583 I slot print_timing: id  0 | task 139 | n_gen =    483, tg =   3.71 t/s, tg_3s =   4.33 t/s
33.24.640.666 I slot print_timing: id  0 | task 139 | n_gen =    495, tg =   3.72 t/s, tg_3s =   3.96 t/s
33.27.642.632 I slot print_timing: id  0 | task 139 | n_gen =    506, tg =   3.71 t/s, tg_3s =   3.66 t/s
33.30.798.810 I slot print_timing: id  0 | task 139 | n_gen =    516, tg =   3.70 t/s, tg_3s =   3.17 t/s
33.33.932.361 I slot print_timing: id  0 | task 139 | n_gen =    527, tg =   3.70 t/s, tg_3s =   3.51 t/s
33.37.035.454 I slot print_timing: id  0 | task 139 | n_gen =    539, tg =   3.70 t/s, tg_3s =   3.87 t/s
33.40.250.939 I slot print_timing: id  0 | task 139 | n_gen =    550, tg =   3.70 t/s, tg_3s =   3.42 t/s
33.43.400.064 I slot print_timing: id  0 | task 139 | n_gen =    560, tg =   3.68 t/s, tg_3s =   3.18 t/s
33.46.566.677 I slot print_timing: id  0 | task 139 | n_gen =    571, tg =   3.68 t/s, tg_3s =   3.47 t/s
33.49.755.960 I slot print_timing: id  0 | task 139 | n_gen =    582, tg =   3.68 t/s, tg_3s =   3.45 t/s
33.52.949.683 I slot print_timing: id  0 | task 139 | n_gen =    592, tg =   3.67 t/s, tg_3s =   3.13 t/s
33.56.055.259 I slot print_timing: id  0 | task 139 | n_gen =    605, tg =   3.67 t/s, tg_3s =   4.19 t/s
33.59.124.415 I slot print_timing: id  0 | task 139 | n_gen =    618, tg =   3.69 t/s, tg_3s =   4.24 t/s
34.02.131.151 I slot print_timing: id  0 | task 139 | n_gen =    632, tg =   3.70 t/s, tg_3s =   4.66 t/s
34.05.148.360 I slot print_timing: id  0 | task 139 | n_gen =    642, tg =   3.70 t/s, tg_3s =   3.31 t/s
34.08.188.901 I slot print_timing: id  0 | task 139 | n_gen =    664, tg =   3.76 t/s, tg_3s =   7.24 t/s
34.11.564.333 I slot print_timing: id  0 | task 139 | n_gen =    677, tg =   3.76 t/s, tg_3s =   3.85 t/s
34.14.833.863 I slot print_timing: id  0 | task 139 | n_gen =    687, tg =   3.75 t/s, tg_3s =   3.06 t/s
34.17.835.558 I slot print_timing: id  0 | task 139 | n_gen =    697, tg =   3.74 t/s, tg_3s =   3.33 t/s
34.20.864.332 I slot print_timing: id  0 | task 139 | n_gen =    708, tg =   3.74 t/s, tg_3s =   3.63 t/s
34.24.185.853 I slot print_timing: id  0 | task 139 | n_gen =    730, tg =   3.79 t/s, tg_3s =   6.62 t/s
34.27.442.574 I slot print_timing: id  0 | task 139 | n_gen =    745, tg =   3.80 t/s, tg_3s =   4.61 t/s
34.30.729.333 I slot print_timing: id  0 | task 139 | n_gen =    759, tg =   3.81 t/s, tg_3s =   4.26 t/s
34.33.915.335 I slot print_timing: id  0 | task 139 | n_gen =    772, tg =   3.81 t/s, tg_3s =   4.08 t/s
34.37.060.475 I slot print_timing: id  0 | task 139 | n_gen =    783, tg =   3.81 t/s, tg_3s =   3.50 t/s
34.40.228.887 I slot print_timing: id  0 | task 139 | n_gen =    798, tg =   3.82 t/s, tg_3s =   4.73 t/s
34.43.460.293 I slot print_timing: id  0 | task 139 | n_gen =    816, tg =   3.85 t/s, tg_3s =   5.57 t/s
34.46.633.049 I slot print_timing: id  0 | task 139 | n_gen =    826, tg =   3.84 t/s, tg_3s =   3.15 t/s
34.49.753.207 I slot print_timing: id  0 | task 139 | n_gen =    836, tg =   3.83 t/s, tg_3s =   3.20 t/s
34.52.997.799 I slot print_timing: id  0 | task 139 | n_gen =    849, tg =   3.83 t/s, tg_3s =   4.01 t/s
34.55.998.425 I slot print_timing: id  0 | task 139 | n_gen =    862, tg =   3.84 t/s, tg_3s =   4.33 t/s
34.59.295.887 I slot print_timing: id  0 | task 139 | n_gen =    872, tg =   3.83 t/s, tg_3s =   3.03 t/s
35.02.359.932 I slot print_timing: id  0 | task 139 | n_gen =    888, tg =   3.85 t/s, tg_3s =   5.22 t/s
35.05.519.814 I slot print_timing: id  0 | task 139 | n_gen =    900, tg =   3.84 t/s, tg_3s =   3.80 t/s
35.08.630.366 I slot print_timing: id  0 | task 139 | n_gen =    916, tg =   3.86 t/s, tg_3s =   5.14 t/s
35.11.772.321 I slot print_timing: id  0 | task 139 | n_gen =    927, tg =   3.86 t/s, tg_3s =   3.50 t/s
35.14.813.807 I slot print_timing: id  0 | task 139 | n_gen =    937, tg =   3.85 t/s, tg_3s =   3.29 t/s
35.17.872.333 I slot print_timing: id  0 | task 139 | n_gen =    947, tg =   3.84 t/s, tg_3s =   3.27 t/s
35.21.018.204 I slot print_timing: id  0 | task 139 | n_gen =    958, tg =   3.84 t/s, tg_3s =   3.50 t/s
35.24.216.186 I slot print_timing: id  0 | task 139 | n_gen =    970, tg =   3.84 t/s, tg_3s =   3.75 t/s
35.27.456.919 I slot print_timing: id  0 | task 139 | n_gen =    982, tg =   3.84 t/s, tg_3s =   3.70 t/s
35.30.607.539 I slot print_timing: id  0 | task 139 | n_gen =    992, tg =   3.83 t/s, tg_3s =   3.17 t/s
35.33.812.128 I slot print_timing: id  0 | task 139 | n_gen =   1004, tg =   3.83 t/s, tg_3s =   3.74 t/s
35.36.836.376 I slot print_timing: id  0 | task 139 | n_gen =   1014, tg =   3.82 t/s, tg_3s =   3.31 t/s
35.39.932.133 I slot print_timing: id  0 | task 139 | n_gen =   1024, tg =   3.81 t/s, tg_3s =   3.23 t/s
35.42.981.605 I slot print_timing: id  0 | task 139 | n_gen =   1035, tg =   3.81 t/s, tg_3s =   3.61 t/s
35.46.156.910 I slot print_timing: id  0 | task 139 | n_gen =   1045, tg =   3.80 t/s, tg_3s =   3.15 t/s
35.49.291.880 I slot print_timing: id  0 | task 139 | n_gen =   1055, tg =   3.80 t/s, tg_3s =   3.19 t/s
35.52.361.612 I slot print_timing: id  0 | task 139 | n_gen =   1066, tg =   3.79 t/s, tg_3s =   3.58 t/s
35.55.412.042 I slot print_timing: id  0 | task 139 | n_gen =   1080, tg =   3.80 t/s, tg_3s =   4.59 t/s
35.58.589.790 I slot print_timing: id  0 | task 139 | n_gen =   1091, tg =   3.80 t/s, tg_3s =   3.46 t/s
36.01.657.865 I slot print_timing: id  0 | task 139 | n_gen =   1101, tg =   3.79 t/s, tg_3s =   3.26 t/s
36.04.829.930 I slot print_timing: id  0 | task 139 | n_gen =   1111, tg =   3.79 t/s, tg_3s =   3.15 t/s
36.08.086.979 I slot print_timing: id  0 | task 139 | n_gen =   1121, tg =   3.78 t/s, tg_3s =   3.07 t/s
36.11.270.200 I slot print_timing: id  0 | task 139 | n_gen =   1131, tg =   3.77 t/s, tg_3s =   3.14 t/s
36.14.375.349 I slot print_timing: id  0 | task 139 | n_gen =   1140, tg =   3.76 t/s, tg_3s =   2.90 t/s
36.17.420.440 I slot print_timing: id  0 | task 139 | n_gen =   1149, tg =   3.76 t/s, tg_3s =   2.96 t/s
36.20.563.871 I slot print_timing: id  0 | task 139 | n_gen =   1160, tg =   3.75 t/s, tg_3s =   3.50 t/s
36.23.610.818 I slot print_timing: id  0 | task 139 | n_gen =   1170, tg =   3.75 t/s, tg_3s =   3.28 t/s
36.26.693.187 I slot print_timing: id  0 | task 139 | n_gen =   1184, tg =   3.76 t/s, tg_3s =   4.54 t/s
36.29.714.950 I slot print_timing: id  0 | task 139 | n_gen =   1193, tg =   3.75 t/s, tg_3s =   2.98 t/s
36.32.735.696 I slot print_timing: id  0 | task 139 | n_gen =   1204, tg =   3.75 t/s, tg_3s =   3.64 t/s
36.35.909.464 I slot print_timing: id  0 | task 139 | n_gen =   1225, tg =   3.78 t/s, tg_3s =   6.62 t/s
36.39.021.422 I slot print_timing: id  0 | task 139 | n_gen =   1236, tg =   3.77 t/s, tg_3s =   3.53 t/s
36.42.163.666 I slot print_timing: id  0 | task 139 | n_gen =   1246, tg =   3.77 t/s, tg_3s =   3.18 t/s
36.45.173.835 I slot print_timing: id  0 | task 139 | n_gen =   1256, tg =   3.76 t/s, tg_3s =   3.32 t/s
36.48.327.579 I slot print_timing: id  0 | task 139 | n_gen =   1268, tg =   3.76 t/s, tg_3s =   3.81 t/s
36.51.486.129 I slot print_timing: id  0 | task 139 | n_gen =   1279, tg =   3.76 t/s, tg_3s =   3.48 t/s
36.54.638.986 I slot print_timing: id  0 | task 139 | n_gen =   1289, tg =   3.76 t/s, tg_3s =   3.17 t/s
36.57.875.206 I slot print_timing: id  0 | task 139 | n_gen =   1300, tg =   3.75 t/s, tg_3s =   3.40 t/s
37.01.115.964 I slot print_timing: id  0 | task 139 | n_gen =   1312, tg =   3.75 t/s, tg_3s =   3.70 t/s
37.04.175.341 I slot print_timing: id  0 | task 139 | n_gen =   1324, tg =   3.75 t/s, tg_3s =   3.92 t/s
37.07.230.380 I slot print_timing: id  0 | task 139 | n_gen =   1337, tg =   3.76 t/s, tg_3s =   4.26 t/s
37.10.339.386 I slot print_timing: id  0 | task 139 | n_gen =   1350, tg =   3.76 t/s, tg_3s =   4.18 t/s
37.13.641.702 I slot print_timing: id  0 | task 139 | n_gen =   1364, tg =   3.77 t/s, tg_3s =   4.24 t/s
37.16.888.381 I slot print_timing: id  0 | task 139 | n_gen =   1376, tg =   3.77 t/s, tg_3s =   3.70 t/s
37.20.234.095 I slot print_timing: id  0 | task 139 | n_gen =   1388, tg =   3.76 t/s, tg_3s =   3.59 t/s
37.23.447.899 I slot print_timing: id  0 | task 139 | n_gen =   1400, tg =   3.76 t/s, tg_3s =   3.73 t/s
37.26.518.940 I slot print_timing: id  0 | task 139 | n_gen =   1410, tg =   3.76 t/s, tg_3s =   3.26 t/s
37.29.536.820 I slot print_timing: id  0 | task 139 | n_gen =   1423, tg =   3.76 t/s, tg_3s =   4.31 t/s
37.32.578.740 I slot print_timing: id  0 | task 139 | n_gen =   1435, tg =   3.76 t/s, tg_3s =   3.94 t/s
37.35.788.178 I slot print_timing: id  0 | task 139 | n_gen =   1447, tg =   3.76 t/s, tg_3s =   3.74 t/s
37.38.954.218 I slot print_timing: id  0 | task 139 | n_gen =   1457, tg =   3.76 t/s, tg_3s =   3.16 t/s
37.42.122.315 I slot print_timing: id  0 | task 139 | n_gen =   1470, tg =   3.76 t/s, tg_3s =   4.10 t/s
37.45.301.550 I slot print_timing: id  0 | task 139 | n_gen =   1487, tg =   3.78 t/s, tg_3s =   5.35 t/s
37.48.514.495 I slot print_timing: id  0 | task 139 | n_gen =   1501, tg =   3.78 t/s, tg_3s =   4.36 t/s
37.51.533.695 I slot print_timing: id  0 | task 139 | n_gen =   1513, tg =   3.78 t/s, tg_3s =   3.97 t/s
37.54.790.544 I slot print_timing: id  0 | task 139 | n_gen =   1523, tg =   3.78 t/s, tg_3s =   3.07 t/s
37.57.872.114 I slot print_timing: id  0 | task 139 | n_gen =   1533, tg =   3.77 t/s, tg_3s =   3.25 t/s
38.01.182.208 I slot print_timing: id  0 | task 139 | n_gen =   1545, tg =   3.77 t/s, tg_3s =   3.63 t/s
38.04.352.157 I slot print_timing: id  0 | task 139 | n_gen =   1555, tg =   3.77 t/s, tg_3s =   3.15 t/s
38.07.456.797 I slot print_timing: id  0 | task 139 | n_gen =   1567, tg =   3.77 t/s, tg_3s =   3.87 t/s
