0.00.293.821 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.294.045 W srv  llama_server: -----------------
0.00.294.047 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.294.047 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.294.047 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.294.047 W srv  llama_server: -----------------
0.00.295.226 I srv  ctx_tier_ini: context tier 0: n_ctx = 122880, n_ubatch = 2048, n_cpu_moe = 24
0.00.295.227 I srv  ctx_tier_ini: context tier 1: n_ctx = 262144, n_ubatch = 2048, n_cpu_moe = 30
0.00.295.228 I srv  ctx_tier_ini: context tier 2: n_ctx = 512000, n_ubatch = 1024, n_cpu_moe = 32
0.00.295.258 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.566.946 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
2.54.831.839 I cmn          init: llama threadpool init, n_threads = 16
3.36.302.270 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 122880, kv_unified = 'false'
3.36.311.842 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
3.36.311.890 I srv  llama_server: model loaded
3.36.311.894 I srv  llama_server: listening on http://0.0.0.0:8080
3.36.311.895 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
3.36.311.895 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
3.45.648.446 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
4.33.494.232 I slot      release: id  0 | task 40 | stop processing: n_tokens = 139, truncated = 0
4.33.648.034 I srv  ctx_tier_upd: switching context tier 0 -> 1 (request is 149549 tokens + 128 reserved): n_ctx = 262144, n_ubatch = 2048, n_cpu_moe = 30
4.33.734.568 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
7.04.669.422 I cmn          init: llama threadpool init, n_threads = 16
7.05.489.355 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
7.05.489.475 I srv  ctx_tier_upd: context tier 1 ready in 151.84 s (1 switches so far, 151.84 s total)
7.05.489.478 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
7.05.489.624 I slot launch_slot_: id  0 | task 85 | processing task, is_child = 0
7.08.552.875 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =     42, progress = 0.00, t =   3.06 s / 13.71 tokens per second
7.10.418.576 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =     75, progress = 0.00, t =   4.93 s / 15.22 tokens per second
7.11.635.821 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =    109, progress = 0.00, t =   6.15 s / 17.73 tokens per second
8.23.107.381 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =   2157, progress = 0.01, t =  77.62 s / 27.79 tokens per second
8.29.664.838 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =   4205, progress = 0.03, t =  84.18 s / 49.96 tokens per second
8.36.088.204 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =   6253, progress = 0.04, t =  90.60 s / 69.02 tokens per second
8.42.147.002 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =   8301, progress = 0.06, t =  96.66 s / 85.88 tokens per second
8.47.771.156 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  10349, progress = 0.07, t = 102.28 s / 101.18 tokens per second
8.53.468.063 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  12397, progress = 0.08, t = 107.98 s / 114.81 tokens per second
8.59.095.455 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  14445, progress = 0.10, t = 113.61 s / 127.15 tokens per second
9.04.557.910 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  16493, progress = 0.11, t = 119.07 s / 138.52 tokens per second
9.09.862.386 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  18541, progress = 0.12, t = 124.37 s / 149.08 tokens per second
9.15.119.248 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  20589, progress = 0.14, t = 129.63 s / 158.83 tokens per second
9.20.488.681 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  22637, progress = 0.15, t = 135.00 s / 167.68 tokens per second
9.25.923.400 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  24685, progress = 0.17, t = 140.43 s / 175.78 tokens per second
9.31.494.423 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  26733, progress = 0.18, t = 146.00 s / 183.10 tokens per second
9.36.941.902 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  28781, progress = 0.19, t = 151.45 s / 190.03 tokens per second
9.42.374.635 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  30829, progress = 0.21, t = 156.88 s / 196.51 tokens per second
9.47.883.790 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  32877, progress = 0.22, t = 162.39 s / 202.45 tokens per second
9.53.465.208 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  34925, progress = 0.23, t = 167.98 s / 207.92 tokens per second
9.58.954.734 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  36973, progress = 0.25, t = 173.47 s / 213.14 tokens per second
10.04.577.573 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  39021, progress = 0.26, t = 179.09 s / 217.89 tokens per second
10.09.903.755 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  41069, progress = 0.27, t = 184.41 s / 222.70 tokens per second
10.15.350.199 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  43117, progress = 0.29, t = 189.86 s / 227.10 tokens per second
10.20.721.123 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  45165, progress = 0.30, t = 195.23 s / 231.34 tokens per second
10.26.261.243 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  47213, progress = 0.32, t = 200.77 s / 235.16 tokens per second
10.31.852.960 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  49261, progress = 0.33, t = 206.36 s / 238.71 tokens per second
10.37.658.455 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  51309, progress = 0.34, t = 212.17 s / 241.83 tokens per second
10.43.442.680 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  53357, progress = 0.36, t = 217.95 s / 244.81 tokens per second
10.49.518.213 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  55405, progress = 0.37, t = 224.03 s / 247.31 tokens per second
10.55.314.058 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  57453, progress = 0.38, t = 229.82 s / 249.99 tokens per second
11.01.241.326 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  59501, progress = 0.40, t = 235.75 s / 252.39 tokens per second
11.07.138.549 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  61549, progress = 0.41, t = 241.65 s / 254.70 tokens per second
11.13.089.804 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  63597, progress = 0.43, t = 247.60 s / 256.85 tokens per second
11.19.096.608 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  65645, progress = 0.44, t = 253.61 s / 258.85 tokens per second
11.25.134.806 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  67693, progress = 0.45, t = 259.65 s / 260.71 tokens per second
11.31.196.214 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  69741, progress = 0.47, t = 265.71 s / 262.47 tokens per second
11.37.255.218 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  71789, progress = 0.48, t = 271.77 s / 264.16 tokens per second
11.43.413.022 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  73837, progress = 0.49, t = 277.92 s / 265.67 tokens per second
11.49.903.560 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  75885, progress = 0.51, t = 284.41 s / 266.81 tokens per second
11.56.129.289 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  77933, progress = 0.52, t = 290.64 s / 268.14 tokens per second
12.02.305.417 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  79981, progress = 0.53, t = 296.82 s / 269.46 tokens per second
12.08.507.893 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  82029, progress = 0.55, t = 303.02 s / 270.71 tokens per second
12.14.718.242 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  84077, progress = 0.56, t = 309.23 s / 271.89 tokens per second
12.20.928.833 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  86125, progress = 0.58, t = 315.44 s / 273.03 tokens per second
12.27.219.818 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  88173, progress = 0.59, t = 321.73 s / 274.06 tokens per second
12.33.255.977 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  90221, progress = 0.60, t = 327.77 s / 275.26 tokens per second
12.39.692.306 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  92269, progress = 0.62, t = 334.20 s / 276.09 tokens per second
12.46.359.558 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  94317, progress = 0.63, t = 340.87 s / 276.70 tokens per second
12.53.528.152 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  96365, progress = 0.64, t = 348.04 s / 276.88 tokens per second
13.00.469.483 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens =  98413, progress = 0.66, t = 354.98 s / 277.24 tokens per second
13.07.617.656 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 100461, progress = 0.67, t = 362.13 s / 277.42 tokens per second
13.14.975.363 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 102509, progress = 0.69, t = 369.49 s / 277.44 tokens per second
13.22.366.328 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 104557, progress = 0.70, t = 376.88 s / 277.43 tokens per second
13.29.587.981 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 106605, progress = 0.71, t = 384.10 s / 277.55 tokens per second
13.37.217.251 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 108653, progress = 0.73, t = 391.73 s / 277.37 tokens per second
13.44.453.129 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 110701, progress = 0.74, t = 398.96 s / 277.47 tokens per second
13.51.808.073 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 112749, progress = 0.75, t = 406.32 s / 277.49 tokens per second
13.59.524.294 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 114797, progress = 0.77, t = 414.03 s / 277.26 tokens per second
14.06.402.367 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 116845, progress = 0.78, t = 420.91 s / 277.60 tokens per second
14.13.673.586 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 118893, progress = 0.80, t = 428.18 s / 277.67 tokens per second
14.20.733.056 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 120941, progress = 0.81, t = 435.24 s / 277.87 tokens per second
14.27.542.891 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 122989, progress = 0.82, t = 442.05 s / 278.22 tokens per second
14.34.336.016 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 125037, progress = 0.84, t = 448.85 s / 278.57 tokens per second
14.41.504.233 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 127085, progress = 0.85, t = 456.01 s / 278.69 tokens per second
14.48.420.368 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 129133, progress = 0.86, t = 462.93 s / 278.95 tokens per second
14.55.263.074 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 131181, progress = 0.88, t = 469.77 s / 279.24 tokens per second
15.02.182.960 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 133229, progress = 0.89, t = 476.69 s / 279.49 tokens per second
15.09.022.137 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 135277, progress = 0.90, t = 483.53 s / 279.77 tokens per second
15.15.969.565 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 137325, progress = 0.92, t = 490.48 s / 279.98 tokens per second
15.22.924.996 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 139373, progress = 0.93, t = 497.44 s / 280.18 tokens per second
15.29.751.051 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 141421, progress = 0.95, t = 504.26 s / 280.45 tokens per second
15.37.119.545 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 143469, progress = 0.96, t = 511.63 s / 280.42 tokens per second
15.44.144.409 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 145517, progress = 0.97, t = 518.65 s / 280.57 tokens per second
15.50.955.289 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 147501, progress = 0.99, t = 525.47 s / 280.71 tokens per second
15.58.432.582 I slot print_timing: id  0 | task 85 | prompt processing, n_tokens = 149545, progress = 1.00, t = 532.94 s / 280.60 tokens per second
16.06.054.169 I slot print_timing: id  0 | task 85 | n_gen =    100, tg =  13.79 t/s, tg_3s =  13.93 t/s
16.07.613.653 I slot print_timing: id  0 | task 85 | prompt eval time =  533385.43 ms / 149549 tokens (    3.57 ms per token,   280.38 tokens per second)
16.07.613.660 I slot print_timing: id  0 | task 85 |        eval time =    8738.57 ms /   127 tokens (   69.35 ms per token,    14.42 tokens per second)
16.07.613.661 I slot print_timing: id  0 | task 85 |       total time =  542123.99 ms / 149676 tokens
16.07.613.661 I slot print_timing: id  0 | task 85 |    graphs reused =        126
16.07.616.080 I slot      release: id  0 | task 85 | stop processing: n_tokens = 149675, truncated = 0
16.07.790.062 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
16.07.790.238 I slot launch_slot_: id  0 | task 289 | processing task, is_child = 0
16.13.558.946 I slot print_timing: id  0 | task 289 | prompt eval time =    2177.26 ms /    86 tokens (   25.32 ms per token,    39.50 tokens per second)
16.13.558.950 I slot print_timing: id  0 | task 289 |        eval time =    3591.42 ms /    64 tokens (   57.01 ms per token,    17.54 tokens per second)
16.13.558.950 I slot print_timing: id  0 | task 289 |       total time =    5768.68 ms /   150 tokens
16.13.558.951 I slot print_timing: id  0 | task 289 |    graphs reused =        188
16.13.561.281 I slot      release: id  0 | task 289 | stop processing: n_tokens = 149694, truncated = 0
16.13.565.209 I srv  ctx_tier_upd: context tier 1 is deeper than this request needs (0), shallow requests in a row: 1/100
16.13.565.213 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.738 (> 0.100 thold), f_keep = 0.000
16.14.126.351 I slot launch_slot_: id  0 | task 356 | processing task, is_child = 0
16.16.719.202 I slot print_timing: id  0 | task 356 | prompt eval time =     600.29 ms /    19 tokens (   31.59 ms per token,    31.65 tokens per second)
16.16.719.205 I slot print_timing: id  0 | task 356 |        eval time =    1992.53 ms /    41 tokens (   49.81 ms per token,    20.08 tokens per second)
16.16.719.206 I slot print_timing: id  0 | task 356 |       total time =    2592.82 ms /    60 tokens
16.16.719.206 I slot print_timing: id  0 | task 356 |    graphs reused =        227
16.16.719.231 I slot      release: id  0 | task 356 | stop processing: n_tokens = 101, truncated = 0
16.16.721.507 I srv  ctx_tier_upd: context tier 1 is deeper than this request needs (0), shallow requests in a row: 2/100
16.16.721.511 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.766 (> 0.100 thold), f_keep = 0.485
16.16.811.144 I slot launch_slot_: id  0 | task 399 | processing task, is_child = 0
16.19.346.016 I slot print_timing: id  0 | task 399 | prompt eval time =     502.40 ms /    22 tokens (   22.84 ms per token,    43.79 tokens per second)
16.19.346.020 I slot print_timing: id  0 | task 399 |        eval time =    2032.45 ms /    48 tokens (   43.24 ms per token,    23.12 tokens per second)
16.19.346.020 I slot print_timing: id  0 | task 399 |       total time =    2534.84 ms /    70 tokens
16.19.346.021 I slot print_timing: id  0 | task 399 |    graphs reused =        273
16.19.346.048 I slot      release: id  0 | task 399 | stop processing: n_tokens = 111, truncated = 0
17.14.266.533 I srv  ctx_tier_upd: context tier 1 is deeper than this request needs (0), shallow requests in a row: 3/100
17.14.266.546 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.703 (> 0.100 thold), f_keep = 0.405
17.14.344.430 I slot launch_slot_: id  0 | task 449 | processing task, is_child = 0
17.16.689.883 I slot print_timing: id  0 | task 449 | prompt eval time =     468.36 ms /    22 tokens (   21.29 ms per token,    46.97 tokens per second)
17.16.689.888 I slot print_timing: id  0 | task 449 |        eval time =    1877.06 ms /    42 tokens (   45.78 ms per token,    21.84 tokens per second)
17.16.689.888 I slot print_timing: id  0 | task 449 |       total time =    2345.42 ms /    64 tokens
17.16.689.889 I slot print_timing: id  0 | task 449 |    graphs reused =        313
17.16.689.917 I slot      release: id  0 | task 449 | stop processing: n_tokens = 105, truncated = 0
17.16.692.913 I srv  ctx_tier_upd: context tier 1 is deeper than this request needs (0), shallow requests in a row: 4/100
17.16.692.916 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.643 (> 0.100 thold), f_keep = 0.600
17.16.692.997 I slot launch_slot_: id  0 | task 493 | processing task, is_child = 0
17.19.242.042 I slot print_timing: id  0 | task 493 | prompt eval time =     788.45 ms /    38 tokens (   20.75 ms per token,    48.20 tokens per second)
17.19.242.047 I slot print_timing: id  0 | task 493 |        eval time =    1760.58 ms /    42 tokens (   42.94 ms per token,    23.29 tokens per second)
17.19.242.048 I slot print_timing: id  0 | task 493 |       total time =    2549.03 ms /    80 tokens
17.19.242.049 I slot print_timing: id  0 | task 493 |    graphs reused =        353
17.19.242.075 I slot      release: id  0 | task 493 | stop processing: n_tokens = 139, truncated = 0
17.19.517.053 I srv  ctx_tier_upd: switching context tier 1 -> 2 (request is 305891 tokens + 128 reserved): n_ctx = 512000, n_ubatch = 1024, n_cpu_moe = 32
17.19.834.496 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
18.43.442.049 W llama_context: n_ctx_seq (512000) > n_ctx_train (262144) -- possible training context overflow
18.43.719.050 I cmn          init: llama threadpool init, n_threads = 16
18.48.176.140 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 512000, kv_unified = 'false'
18.48.264.270 I srv  ctx_tier_upd: context tier 2 ready in 88.75 s (2 switches so far, 240.59 s total)
18.48.264.275 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
18.48.264.475 I slot launch_slot_: id  0 | task 538 | processing task, is_child = 0
18.54.656.307 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =     42, progress = 0.00, t =   6.39 s / 6.57 tokens per second
18.56.915.299 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =     75, progress = 0.00, t =   8.65 s / 8.67 tokens per second
18.58.405.612 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =    109, progress = 0.00, t =  10.14 s / 10.75 tokens per second
19.22.067.991 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =   2157, progress = 0.01, t =  33.80 s / 63.81 tokens per second
19.31.023.156 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =   4205, progress = 0.01, t =  42.76 s / 98.34 tokens per second
19.40.039.790 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =   6253, progress = 0.02, t =  51.78 s / 120.77 tokens per second
19.48.724.491 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =   8301, progress = 0.03, t =  60.46 s / 137.30 tokens per second
19.57.578.926 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  10349, progress = 0.03, t =  69.31 s / 149.31 tokens per second
20.06.570.084 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  12397, progress = 0.04, t =  78.31 s / 158.32 tokens per second
20.15.563.689 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  14445, progress = 0.05, t =  87.30 s / 165.47 tokens per second
20.24.395.851 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  16493, progress = 0.05, t =  96.13 s / 171.57 tokens per second
20.32.885.007 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  18541, progress = 0.06, t = 104.62 s / 177.22 tokens per second
20.41.811.333 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  20589, progress = 0.07, t = 113.55 s / 181.33 tokens per second
20.50.890.936 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  22637, progress = 0.07, t = 122.63 s / 184.60 tokens per second
20.59.402.593 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  24685, progress = 0.08, t = 131.14 s / 188.24 tokens per second
21.08.209.600 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  26733, progress = 0.09, t = 139.95 s / 191.02 tokens per second
21.17.404.539 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  28781, progress = 0.09, t = 149.14 s / 192.98 tokens per second
21.26.792.939 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  30829, progress = 0.10, t = 158.53 s / 194.47 tokens per second
21.36.011.549 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  32877, progress = 0.11, t = 167.75 s / 195.99 tokens per second
21.45.387.417 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  34925, progress = 0.11, t = 177.12 s / 197.18 tokens per second
21.54.948.304 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  36973, progress = 0.12, t = 186.68 s / 198.05 tokens per second
22.04.256.723 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  39021, progress = 0.13, t = 195.99 s / 199.09 tokens per second
22.13.725.025 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  41069, progress = 0.13, t = 205.46 s / 199.89 tokens per second
22.23.266.919 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  43117, progress = 0.14, t = 215.00 s / 200.54 tokens per second
22.32.736.805 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  45165, progress = 0.15, t = 224.47 s / 201.21 tokens per second
22.42.646.912 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  47213, progress = 0.15, t = 234.38 s / 201.44 tokens per second
22.52.292.410 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  49261, progress = 0.16, t = 244.03 s / 201.87 tokens per second
23.01.942.775 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  51309, progress = 0.17, t = 253.68 s / 202.26 tokens per second
23.11.490.701 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  53357, progress = 0.17, t = 263.23 s / 202.70 tokens per second
23.21.247.195 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  55405, progress = 0.18, t = 272.98 s / 202.96 tokens per second
23.30.885.807 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  57453, progress = 0.19, t = 282.62 s / 203.29 tokens per second
23.40.643.189 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  59501, progress = 0.19, t = 292.38 s / 203.51 tokens per second
23.50.554.925 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  61549, progress = 0.20, t = 302.29 s / 203.61 tokens per second
24.00.629.480 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  63597, progress = 0.21, t = 312.36 s / 203.60 tokens per second
24.10.537.641 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  65645, progress = 0.21, t = 322.27 s / 203.69 tokens per second
24.20.638.631 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  67693, progress = 0.22, t = 332.37 s / 203.67 tokens per second
24.30.632.595 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  69741, progress = 0.23, t = 342.37 s / 203.70 tokens per second
24.40.549.648 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  71789, progress = 0.23, t = 352.29 s / 203.78 tokens per second
24.50.787.324 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  73837, progress = 0.24, t = 362.52 s / 203.68 tokens per second
