load_backend: loaded SYCL backend from /devbin/libggml-sycl.so
load_backend: loaded CPU backend from /devbin/libggml-cpu-zen4.so
Build with Macros:
  GGML_SYCL_DNNL: yes
  GGML_SYCL_F16: yes
  GGML_SYCL_FORCE_MMQ: no
  GGML_SYCL_GRAPH: yes
  GGML_SYCL_SUPPORT_LEVEL_ZERO_API: yes
  GGML_SYCL_SUPPORT_VMM: yes
Running with Environment Variables:
  GGML_SYCL_DEBUG: 0
  GGML_SYCL_DEV2DEV_MEMCPY: 0 (SYCL API)
  GGML_SYCL_GET_MEM_API: 0 (Level Zero API)
  GGML_SYCL_ENABLE_DNN: 1
  GGML_SYCL_FA_ONEDNN: 1
  GGML_SYCL_FA_ONEDNN_MAX_KV: 0
  GGML_SYCL_FA_ONEDNN_MIN_Q: 32
  GGML_SYCL_ENABLE_MKL_FA: 1
  GGML_SYCL_MEMTRACE: 0
  GGML_SYCL_MEMTRACE_STEP: 64
  GGML_SYCL_ENABLE_FLASH_ATTN: 1
  GGML_SYCL_ENABLE_GRAPH: 0
  GGML_SYCL_ENABLE_OPT: 1
  GGML_SYCL_ENABLE_VMM: 1
  GGML_SYCL_ENABLE_FUSION: 1
  GGML_SYCL_ENABLE_ESIMD: 1
  GGML_SYCL_PRIORITIZE_DMMV: 0
  GGML_SYCL_USE_ASYNC_MEM_OP: 1
  GGML_SYCL_USE_LEVEL_ZERO_API: 1
  GGML_SYCL_USM_SYSTEM: 0
  GGML_SYCL_ENABLE_HOST_PINNED_MEM: 1
  GGML_SYCL_HOST_PINNED_MEM_2G: 0
Found 1 SYCL devices:
|  |                   |                                       |       |Max    |        |Max  |Global |                     |
|  |                   |                                       |       |compute|Max work|sub  |mem    |                     |
|ID|        Device Type|                                   Name|Version|units  |group   |group|size   |       Driver version|
|--|-------------------|---------------------------------------|-------|-------|--------|-----|-------|---------------------|
| 0| [level_zero:gpu:0]|             Intel Arc Pro B70 Graphics|   20.2|    256|    1024|   32| 34242M|         1.15.38308+1|
SYCL Optimization Feature:
|ID|        Device Type|Reorder|
|--|-------------------|-------|
| 0| [level_zero:gpu:0]|      Y|
Testing 2 devices

Backend 1/2: SYCL0
  Device description: Intel(R) Arc(TM) Pro B70 Graphics
  Device memory: 32656 MB (32580 MB free)

  FLASH_ATTN_EXT(hsk=72,hsv=72,nh=16,nr23=[1,1],kv=5776,nb=5776,mask=0,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                  21 runs - 49706.43 us/run - 153.73 GFLOP/run - [1;34m  3.09 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=128,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               32760 runs -    32.82 us/run -   4.19 MFLOP/run - [1;34m127.79 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=512,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               41727 runs -    24.07 us/run -  16.78 MFLOP/run - [1;34m697.14 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=1024,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              35772 runs -    28.89 us/run -  33.55 MFLOP/run - [1;34m  1.16 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=2048,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              20874 runs -    50.20 us/run -  67.11 MFLOP/run - [1;34m  1.34 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              11190 runs -    92.30 us/run - 134.22 MFLOP/run - [1;34m  1.45 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=10000,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              1224 runs -  1028.42 us/run - 327.68 MFLOP/run - [1;34m318.62 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=20000,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               459 runs -  2469.69 us/run - 655.36 MFLOP/run - [1;34m265.36 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=10000,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                1224 runs -   899.37 us/run - 327.68 MFLOP/run - [1;34m364.34 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=20000,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 459 runs -  2311.53 us/run - 655.36 MFLOP/run - [1;34m283.52 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=10000,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                     367 runs -  2726.59 us/run - 167.77 GFLOP/run - [1;34m 61.53 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=20000,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q8_0,type_V=q8_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                     194 runs -  5167.98 us/run - 335.54 GFLOP/run - [1;34m 64.93 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=10000,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               379 runs -  2642.89 us/run - 167.77 GFLOP/run - [1;34m 63.48 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[16,1],kv=20000,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               202 runs -  4974.68 us/run - 335.54 GFLOP/run - [1;34m 67.45 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=256,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 57330 runs -    18.83 us/run -   6.29 MFLOP/run - [1;34m334.14 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=256,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                4256 runs -   235.57 us/run -   3.22 GFLOP/run - [1;34m 13.67 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=512,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 55636 runs -    19.81 us/run -  12.58 MFLOP/run - [1;34m635.13 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=512,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                3536 runs -   283.00 us/run -   6.44 GFLOP/run - [1;34m 22.76 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=1024,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                31792 runs -    34.83 us/run -  25.17 MFLOP/run - [1;34m722.49 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=1024,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               2696 runs -   371.77 us/run -  12.88 GFLOP/run - [1;34m 34.66 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=2048,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                27818 runs -    37.90 us/run -  50.33 MFLOP/run - [1;34m  1.33 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=2048,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               1848 runs -   541.96 us/run -  25.77 GFLOP/run - [1;34m 47.55 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                14910 runs -    67.45 us/run - 100.66 MFLOP/run - [1;34m  1.49 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=4096,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               1134 runs -   881.93 us/run -  51.54 GFLOP/run - [1;34m 58.44 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=8192,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 6958 runs -   146.97 us/run - 201.33 MFLOP/run - [1;34m  1.37 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=8192,nb=512,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                631 runs -  1586.79 us/run - 103.08 GFLOP/run - [1;34m 64.96 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=16384,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q4_0,type_V=q4_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              2739 runs -   394.73 us/run - 402.65 MFLOP/run - [1;34m  1.02 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=16384,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                3984 runs -   266.10 us/run - 402.65 MFLOP/run - [1;34m  1.51 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=32768,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q4_0,type_V=q4_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):              1250 runs -   807.09 us/run - 805.31 MFLOP/run - [1;34m997.80 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=32768,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                2000 runs -   513.08 us/run - 805.31 MFLOP/run - [1;34m  1.57 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=65536,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q4_0,type_V=q4_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):               630 runs -  1615.03 us/run -   1.61 GFLOP/run - [1;34m997.26 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=65536,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                1008 runs -  1012.17 us/run -   1.61 GFLOP/run - [1;34m  1.59 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=118016,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=q4_0,type_V=q4_0,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                      350 runs -  2927.28 us/run -   2.90 GFLOP/run - [1;34m990.80 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=2,nr23=[12,1],kv=118016,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                560 runs -  1787.36 us/run -   2.90 GFLOP/run - [1;34m  1.62 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[1,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                   90090 runs -    11.36 us/run -   8.39 MFLOP/run - [1;34m738.13 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[1,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                  966 runs -  1037.81 us/run -  34.36 GFLOP/run - [1;34m 33.11 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[4,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                   20867 runs -    48.27 us/run -  33.55 MFLOP/run - [1;34m695.16 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[4,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                  244 runs -  4111.00 us/run - 137.44 GFLOP/run - [1;34m 33.43 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[8,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                   37275 runs -    26.86 us/run -  67.11 MFLOP/run - [1;34m  2.50 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=64,hsv=64,nh=8,nr23=[8,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                  124 runs -  8121.61 us/run - 274.88 GFLOP/run - [1;34m 33.85 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[1,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 65571 runs -    16.68 us/run -  16.78 MFLOP/run - [1;34m  1.01 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[1,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                638 runs -  1568.05 us/run -  68.72 GFLOP/run - [1;34m 43.82 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[4,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 16401 runs -    66.30 us/run -  67.11 MFLOP/run - [1;34m  1.01 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[4,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                161 runs -  6221.35 us/run - 274.88 GFLOP/run - [1;34m 44.18 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[8,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 15666 runs -    65.81 us/run - 134.22 MFLOP/run - [1;34m  2.04 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=128,hsv=128,nh=8,nr23=[8,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 81 runs - 12406.86 us/run - 549.76 GFLOP/run - [1;34m 44.31 TFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=8,nr23=[1,1],kv=4096,nb=1,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                 17886 runs -    57.42 us/run -  33.55 MFLOP/run - [1;34m584.32 GFLOPS[0m
  FLASH_ATTN_EXT(hsk=256,hsv=256,nh=8,nr23=[1,1],kv=4096,nb=4096,mask=1,sinks=0,max_bias=0.000000,logit_softcap=0.000000,prec=f32,type_K=f16,type_V=f16,permute=[0,1,2,3],kv_view=1,v_is_view_of_k=0,n_kv_max=0):                397 runs -  2520.94 us/run - 137.44 GFLOP/run - [1;34m 54.52 TFLOPS[0m
